image_name,estimated_yield
ES001_2025-01-20_00.jpg,2
ES001_2025-01-20_01.jpg,2
ES001_2025-01-20_02.jpg,14
ES002_2025-01-20_03.jpg,24
ES002_2025-01-20_04.jpg,29
ES002_2025-01-20_05.jpg,14
ES004_2025-01-20_01.jpg,17
